Cumulative Rewards, Average Rewards, No Timesteps
-1413.6268970373617, -13.46311330511773, 105
-756.4155813609273, -12.20025131227302, 62
-1989.3924714474806, -15.071155086723337, 132
-853.7539386272124, -11.695259433249484, 73
-759.7969028698951, -13.329770225787634, 57
-941.4186034439903, -11.91669118283532, 79
-1037.4524065123476, -11.656768612498288, 89
-797.298194625057, -13.288303243750951, 60
-876.0181651696942, -9.954751876928343, 88
-746.3190430349579, -11.846334016427903, 63
-772.4898567402756, -12.87483094567126, 60
-936.1855210889331, -12.158253520635496, 77
-1890.4304495897754, -15.123443596718204, 125
-1480.9350420058176, -13.971085301941676, 106
-804.287638288357, -13.185043250628803, 61
-688.8166597507069, -12.755864069457536, 54
-945.6562295033121, -10.625350893295643, 89
-1259.7082290993842, -13.545249775262196, 93
-1083.1639309715172, -11.401725589173864, 95
-1659.513611829304, -13.491980583978082, 123
-736.2956449828527, -13.892370660053823, 53
-755.2753441096163, -12.38156301819043, 61
-1051.9701329131576, -12.523453963251876, 84
-773.4568048880764, -13.569417629615375, 57
-1603.0601186157394, -13.939653205354256, 115
-1078.0832200431887, -11.34824442150725, 95
-845.5344562743446, -12.434330239328597, 68
-1117.6740318269276, -12.700841270760542, 88
-1396.4863236628905, -12.468627889847237, 112
-1001.3180680359513, -12.211195951657944, 82
-1208.5349778178322, -13.28060415184431, 91
-1197.9232760796103, -11.860626495837726, 101
-1051.7270049734848, -12.520559583017675, 84
-787.1735329934007, -10.637480175586497, 74
-768.0503586674947, -13.017802689279572, 59
-773.2050169812842, -12.886750283021403, 60
-1364.7724032040485, -13.380121600039692, 102
-1373.6971724506618, -13.336865751948173, 103
-1062.6377345985313, -12.501620407041544, 85
-939.1110073322108, -11.314590449785673, 83
-1028.6391550753674, -11.42932394528186, 90
-1261.2701110682908, -13.41776713902437, 94
-769.7925160183685, -12.829875266972808, 60
-890.1876647062901, -12.029563036571489, 74
-1125.2236912558706, -12.64296282309967, 89
-1448.665052878207, -13.53892572783371, 107
-769.8310498715646, -13.505807892483588, 57
-1294.8441189836476, -13.774937435996252, 94
-1259.724182248619, -12.72448668937999, 99
-1122.4805697524544, -12.612141233173645, 89
-982.762201846064, -9.449636556212154, 104
-1720.838689382089, -13.990558450260885, 123
-1069.9887496173094, -8.69909552534398, 123
-1214.2113623243918, -11.675109253119151, 104
-794.7293015173153, -12.417645336208052, 64
-816.9240659876368, -12.764438531056825, 64
-742.0370839394743, -13.2506622132049, 56
-1870.1121620423132, -13.956060910763531, 134
-830.2507363302003, -12.57955661106364, 66
-983.1450668534928, -12.137593417944355, 81
-1154.7552702607134, -13.12221898023538, 88
-1017.8912071986166, -12.413307404861179, 82
-1534.2571301485204, -13.698724376326075, 112
-1643.590952311656, -13.928736883997086, 118
-760.9448376095473, -12.273303832412054, 62
-1671.530260641469, -13.589676915784302, 123
-813.8073839855717, -12.3304149088723, 66
-1125.3995160123031, -12.935626620831071, 87
-799.6783324359855, -12.898037619935248, 62
-1151.605450115506, -11.751076021586798, 98
-1977.171204397875, -15.092909957235687, 131
-1561.768611843366, -13.124105981877024, 119
-776.0348732164136, -13.153133444345993, 59
-1044.7757475853089, -12.008916638911597, 87
-795.6138085453733, -12.24021243915959, 65
-1359.1650485767814, -13.457079688879023, 101
-1240.465000551654, -12.161421574035822, 102
-773.0409558338474, -13.328292341962886, 58
-1983.9274447597854, -15.144484311143401, 131
-1030.0559472228256, -12.262570800271734, 84
-1413.3411058871798, -13.589818325838268, 104
-803.9854207327082, -11.999782398995645, 67
-995.18185775229, -12.286195774719628, 81
-1704.3203089354736, -14.08529180938408, 121
-831.9736805041894, -12.23490706623808, 68
-1713.4710840363623, -13.81831519384163, 124
-746.9962274099389, -13.105196972104192, 57
-1127.6061255348368, -12.391276104778425, 91
-1640.2717435560348, -13.555964822777147, 121
-1329.7641617006439, -13.165981799016276, 101
-861.2756567743702, -12.303937953919574, 70
-886.0540600860877, -12.137726850494353, 73
-888.1380266602272, -11.686026666581936, 76
-1200.183294482078, -13.188827411890967, 91
-1543.0665118534127, -13.076834846215363, 118
-1165.4820367145721, -12.807494908951343, 91
-777.4592298209495, -12.340622695570627, 63
-772.7660735649595, -12.668296287950156, 61
-832.5926832386727, -12.426756466248847, 67
-772.2152341768984, -13.547635687314008, 57
-784.6520755818249, -13.765825887400437, 57
-1199.4685623136286, -10.709540734943113, 112
-1168.9064216384318, -12.84512551251024, 91
-824.4464550848722, -12.683791616690343, 65
-871.028658046903, -10.887858225586289, 80
-2053.675290900449, -15.212409562225549, 135
-809.6279038723312, -9.096942740138553, 89
-711.1821665212398, -12.930584845840723, 55
-1060.633662029894, -12.478043082704634, 85
-849.9633666844123, -12.49946127477077, 68
-1342.3940392977825, -12.664094710356439, 106
-949.6831935631237, -12.175425558501587, 78
-836.3637228999062, -10.72261183205008, 78
-769.0441852281565, -12.607281725051745, 61
-783.2005707340061, -13.274585944644171, 59
-1064.2963321471584, -12.37553874589719, 86
-963.746543073029, -12.355724911192679, 78
-747.0426227690388, -12.45071037948398, 60
-842.7312035990346, -11.86945357181739, 71
-1007.5183443846282, -9.504890041364417, 106
-1318.1635119087596, -13.450648080701628, 98
-749.4072602623182, -13.382272504684254, 56
-875.3417231045576, -12.157523932007743, 72
-900.0587709922582, -12.00078361323011, 75
-845.6146655228958, -12.43550978710141, 68
-1407.2136831582764, -12.453218435028994, 113
-1660.7789628668322, -13.612942318580592, 122
-753.5440528740243, -12.771933099559734, 59
-731.7421618871007, -12.402409523510181, 59
-1591.4499572364125, -13.83869528031663, 115
-1354.5218505771848, -12.659082715674623, 107
-822.3132780832582, -10.964177041110108, 75
-753.8626411335407, -13.960419280250754, 54
-804.2044314172771, -13.183679203561919, 61
-753.1104141939556, -13.448400253463493, 56
-954.3731792159615, -11.929664740199518, 80
-858.6162113895928, -11.602921775535037, 74
-1420.9913557068678, -13.533251006732074, 105
-787.3156434605695, -12.301806929071398, 64
-881.4926185528227, -12.075241350038667, 73
-731.3990633665942, -12.189984389443236, 60
-746.4825211645094, -12.040040663943701, 62
-1153.0945807237933, -13.103347508224925, 88
-790.4016460564575, -12.546057873912023, 63
-807.7920986852163, -12.822096804527243, 63
-867.3292003183136, -11.41222631997781, 76
-951.4455056160226, -12.043613995139527, 79
-872.7349789777206, -12.46764255682458, 70
-848.140757425521, -12.1162965346503, 70
-1286.791578876462, -13.404078946629811, 96
-810.9607035539368, -11.109050733615573, 73
-842.3892745505302, -12.20854021087725, 69
-1222.1617534893576, -12.221617534893575, 100
-809.2476359979885, -12.845200571396642, 63
-882.5783023762034, -11.926733815894641, 74
-1117.3741295086556, -11.2866073687743, 99
-1324.6112782854025, -12.041920711685478, 110
-1147.5031029537531, -10.527551403245441, 109
-1525.9830757274206, -13.624848890423397, 112
-714.4379512631051, -12.757820558269733, 56
-1263.8302832480617, -13.445003013277253, 94
-842.5232951227813, -12.210482538011323, 69
-1144.1447400953843, -12.855558877476229, 89
-2238.0276727925625, -15.650543166381556, 143
-762.4533435361114, -12.499235139936253, 61
-1078.0890743832788, -12.683400875097398, 85
-1789.3320670595817, -14.201048151266521, 126
-937.150459595243, -12.17078518954861, 77
-736.5261933275149, -13.896720628821035, 53
-1152.32643456187, -12.947488028785056, 89
-1199.3722437701272, -11.87497271059532, 101
-1260.7407489989234, -13.270955252620247, 95
-790.8985881192597, -12.756428840633221, 62
-1447.7261222405555, -12.588922802091787, 115
-1143.212575870401, -11.547601776468698, 99
-1929.3919701715022, -14.841476693626939, 130
-1473.185976348271, -13.768093236899729, 107
-1259.871447648958, -13.261804712094296, 95
-947.2892107673048, -12.144733471375702, 78
-727.7302919297201, -13.231459853267639, 55
-774.7135239310569, -13.591465332123805, 57
-1346.684496896797, -12.354903641255019, 109
-1279.4247621535164, -13.327341272432463, 96
-1367.1686301467842, -13.53632307076024, 101
-1443.1989732638438, -13.615084653432488, 106
-744.6710285760146, -13.79020423288916, 54
-758.7574057470866, -12.438645995853879, 61
-808.3924849123081, -11.715833114671131, 69
-1280.3472673948822, -13.199456364895694, 97
-765.8227865631791, -12.980047229884391, 59
-1294.8028498037893, -13.774498402167971, 94
-691.3307276349144, -12.56964959336208, 55
-772.3252453663916, -12.661069596170355, 61
-946.8597474887825, -12.458680888010297, 76
-1312.169943548624, -13.668436911964832, 96
-1200.3842441082218, -13.337602712313576, 90
-1501.1769195122563, -13.772265316626205, 109
-1341.476709712685, -13.550269795077627, 99
-684.0116035150028, -12.905879311603826, 53
-910.4520954788705, -11.380651193485882, 80
-758.8786458599265, -10.255116835944952, 74
-716.2204403183873, -12.348628281351505, 58
-726.6239177358021, -13.211343958832765, 55
-705.1765906312386, -13.058825752430344, 54
-1767.953190646952, -14.611183393776463, 121
-1027.6308668355518, -12.68680082513027, 81
-1534.21415500112, -13.821749144154234, 111
-1324.7343098244517, -13.247343098244517, 100
-1141.5252517701617, -11.530558098688502, 99
-728.6973249932565, -13.249042272604663, 55
-1718.5984707473624, -11.534217924478943, 149
-1609.1204568180276, -14.240004042637413, 113
-846.2331388362124, -9.839920219025727, 86
-828.347357066392, -11.833533672377028, 70
-760.4370987536901, -12.466181946781804, 61
-874.9853428191268, -10.541992082158155, 83
-1274.2295125773985, -12.87100517754948, 99
-883.1882338471922, -11.620897813778845, 76
-1690.2917775344422, -13.742209573450749, 123
-1755.517949472192, -13.003836662756978, 135
-1044.65587577048, -11.871089497391818, 88
-1156.4886683270656, -13.141916685534836, 88
-788.7272723024116, -12.929955283646093, 61
-1293.518293129386, -12.558430030382388, 103
-726.8659440023393, -12.7520341053042, 57
-1335.2156454241988, -13.624649443104069, 98
-1154.0637551129958, -12.967008484415683, 89
-1118.5777746574408, -13.006718309970243, 86
-1090.2920128860244, -11.981230910835434, 91
-1819.9669250741513, -14.917761680935666, 122
-1726.1381444345334, -14.265604499458954, 121
-695.4934456932991, -12.879508253579614, 54
-1716.5037931637062, -14.185981761683522, 121
-2123.7192974658874, -15.278556096876887, 139
-876.6794519884226, -12.176103499839202, 72
-1221.7686252804513, -12.341097225055064, 99
-1510.8336358357215, -13.61111383635785, 111
-676.4252611328925, -7.600283832953848, 89
-802.7444077896794, -12.54288137171374, 64
-1005.7808072085908, -12.117841050705913, 83
-946.5875860442995, -11.543751049320726, 82
-1001.2947310732002, -10.766610011539786, 93
-714.7108661212098, -12.538787124933506, 57
-753.1488528240751, -13.693615505892275, 55
-1478.9906661752616, -13.952742133728883, 106
-769.5318458242622, -12.023935091004097, 64
-1277.5433513363541, -12.90447829632681, 99
-799.6120395919863, -13.552746433762481, 59
-1010.4403332272204, -12.029051586038339, 84
-713.0806761496514, -12.294494416373299, 58
-1543.0446449335732, -13.302109008048046, 116
-779.9419406837419, -13.219354926843083, 59
-754.3023621717539, -13.233374774943051, 57
-1074.242644053684, -11.307817305828253, 95
-862.2566444180532, -11.975786728028517, 72
-902.491326831937, -12.033217691092494, 75
-932.180724466266, -11.799756005902102, 79
-774.3940772506253, -12.906567954177088, 60
-1088.6289026686845, -12.658475612426564, 86
-762.221593533267, -13.141751612642533, 58
-996.4626889069775, -12.45578361133722, 80
-779.7318043958571, -12.576319425739632, 62
-1971.5649700169402, -15.050114274938474, 131
-1266.8268787303282, -13.476881688620512, 94
-1264.5575269592234, -12.773308353123468, 99
-782.7445912412375, -12.831878544938318, 61
-733.1263991386501, -12.018465559650002, 61
-1087.937316161578, -12.951634716209263, 84
-789.8152688984978, -13.163587814974964, 60
-1490.797504559922, -13.077171092630893, 114
-1970.6917906304827, -14.81723150849987, 133
-717.4551416051767, -12.586932308862748, 57
-944.4404434960248, -12.26546030514318, 77
-1114.8040807244638, -12.962838147958882, 86
-807.922650009862, -10.630561184340289, 76
-796.1254555579291, -12.062506902392865, 66
-871.7331661860444, -11.780177921433033, 74
-1393.640271001192, -12.555317756767497, 111
-1204.818455952954, -13.3868717328106, 90
-848.7660985799749, -10.350806080243597, 82
-1971.7680667237478, -14.937636869119302, 132
-959.3999176252084, -11.15581299564196, 86
-1276.641834948349, -13.581296116471798, 94
-814.1783277946721, -12.52582042761034, 65
-767.0685960935867, -13.225320622303219, 58
-968.9666760595201, -12.265400962778735, 79
-1231.4518658251543, -13.100551764097386, 94
-1898.5222794877711, -15.067637138791834, 126
-1224.0381077530385, -13.304762040793896, 92
-932.1024823948878, -10.47306159994256, 89
-1473.3562451623782, -13.51702977213191, 109
-1067.9689184867916, -12.713915696271329, 84
-1530.2875277648388, -13.306848067520338, 115
-1003.1967316396433, -11.146630351551591, 90
-1685.1305350920309, -13.812545369606811, 122
-1269.1143852407404, -12.086803668959432, 105
-693.7295892541454, -12.38802837953831, 56
-1306.2405425061215, -13.328985127613485, 98
-1035.440389994857, -11.766368068123375, 88
-821.5596226540657, -11.736566037915225, 70
-1307.9560346770859, -13.7679582597588, 95
-752.4108651289711, -12.334604346376574, 61
-1443.4938381626173, -13.490596618342218, 107
-787.8988008052227, -10.367089484279246, 76
-1359.529158014195, -13.59529158014195, 100
-758.9807129694556, -12.86407988083823, 59
-773.342265729219, -11.717307056503317, 66
-1289.6961224446986, -12.282820213759035, 105
-705.7090117591354, -12.380859855423427, 57
-1447.2205034299323, -13.525425265700301, 107
-1428.6666661145991, -13.737179481871145, 104
-713.9561467611064, -12.309588737260455, 58
-750.8842190572411, -12.726851170461714, 59
-1180.8423998522655, -13.120471109469618, 90
-751.2650691826221, -13.18008893302846, 57
-867.3739931846478, -9.969816013616642, 87
-1627.0134227388098, -13.672381703687478, 119
-992.012025471028, -11.535023551988697, 86
-1307.498580112593, -13.341822246046867, 98
-1176.676901681576, -13.221088782939058, 89
-754.9733574420309, -13.481667097179123, 56
-863.8917241886132, -11.674212489035314, 74
-800.989243940591, -12.714114983183984, 63
-905.3680588602114, -9.949099547914411, 91
-1077.335254824898, -11.584250051880623, 93
-794.2439895348537, -13.020393271063174, 61
-793.9438252397058, -12.214520388303166, 65
-1248.555504882579, -12.121898105656108, 103
-1391.6252544095646, -13.51092480009286, 103
-1793.2052595345858, -14.009416090113952, 128
-986.4936557383745, -12.331170696729682, 80
-1356.512266638998, -13.170022006203864, 103
-1281.6123804745403, -12.945579600752932, 99
-757.7573370073019, -13.531381017987533, 56
-791.1911495660926, -12.362361711970197, 64
-1545.7428350309897, -13.801275312776694, 112
-1403.133842795828, -12.417113653060426, 113
-771.2443254160008, -12.85407209026668, 60
-1304.1526192402023, -13.173258780204064, 99
-1274.7493741186336, -13.561163554453548, 94
-776.585181294758, -13.162460699911152, 59
-809.8374344598135, -12.270264158482023, 66
-1340.4233918892417, -13.539630221103451, 99
-1227.4782488148428, -13.342154878422205, 92
-911.8139921804805, -11.256962866425685, 81
-1296.17674111758, -13.501841053308125, 96
-1084.6020760346823, -12.61165204691491, 86
-1063.7768096911207, -12.816588068567718, 83
-1013.4677736736234, -11.260753040818038, 90
-1001.1136634094148, -10.88167025445016, 92
-1356.5068539643107, -13.702089433982936, 99
-1638.647904923356, -13.770150461540807, 119
-1521.465824236534, -12.269885679326887, 124
-963.7086330354033, -11.897637444881521, 81
-1353.4834503241364, -13.671550003274104, 99
-769.2501893189146, -13.038138802015503, 59
-914.9110396135529, -11.023024573657263, 83
-871.5849594875806, -12.275844499825078, 71
-765.6568715635902, -12.760947859393172, 60
-1592.4591937152286, -13.160819782770485, 121
-1087.8681504287645, -12.649629656148424, 86
-1473.8545838688042, -13.646801702488927, 108
-949.8873887236875, -12.178043445175481, 78
-1121.4472899849575, -13.040084767266947, 86
-868.5494276760904, -12.063186495501256, 72
-778.5179754834514, -9.379734644378933, 83
-695.6656343979669, -13.125766686754092, 53
-1018.3446197092496, -12.572155798879624, 81
-888.5542939496156, -12.00749045877859, 74
-1219.926229736172, -13.26006771452361, 92
-1765.9935728265145, -14.594988205177806, 121
-984.2639810861094, -12.151407173902586, 81
-726.7663104925963, -12.318073059196548, 59
-1108.1493809627118, -13.037051540737785, 85
-768.4245961786737, -12.006634315291777, 64
-1017.4078183295314, -12.257925522042548, 83
-1073.255818795697, -12.47971882320578, 86
-1074.132900114711, -10.960539797088888, 98
-1089.770011849731, -12.671744323834082, 86
-1213.2658800776746, -13.332592088765656, 91
-890.1793576055508, -12.363602188965983, 72
-1202.9369293148552, -13.21908713532808, 91
-1464.5061735796667, -13.686973584856698, 107
-1822.5047336705645, -14.580037869364515, 125
-783.0252504274896, -13.05042084045816, 60
-750.374717725992, -12.5062452954332, 60
-995.7589923333204, -12.446987404166505, 80
-769.9104364919217, -13.04932943206647, 59
-887.0025044981153, -12.31947922914049, 72
-1087.1813755839878, -12.790369124517504, 85
-1487.1088164782736, -13.898213238114707, 107
-1318.1192344882134, -13.730408692585556, 96
-753.3691345671999, -14.214511972966037, 53
-933.967134556076, -11.53045845130958, 81
-918.79849377025, -12.089453865398028, 76
-1124.744742457532, -12.928100488017611, 87
-768.1192267502989, -12.801987112504982, 60
-1262.2729695265912, -13.28708388975359, 95
-744.3942785604579, -13.534441428371961, 55
-743.2404550091651, -13.513462818348456, 55
-775.3770474885597, -12.922950791475994, 60
-993.7566869738914, -12.268601073751746, 81
-1177.8568819582338, -13.08729868842482, 90
-754.1929119078931, -13.966535405701723, 54
-791.7501113663102, -11.817165841288212, 67
-1310.8492057239832, -12.60431928580753, 104
-818.3427909496986, -12.78660610858904, 64
-991.6852039325299, -12.243027209043579, 81
-812.4193122801012, -12.498758650463095, 65
-2342.8420373100107, -15.83001376560818, 148
-927.43904542932, -12.044662927653507, 77
-854.5413784486498, -10.05342798174882, 85
-827.0412564862456, -11.986105166467327, 69
-1101.6898705286453, -12.663101960099372, 87
