Cumulative Rewards, Average Rewards, No Timesteps
-743.0421198784569, -12.593934235228083, 59
-1244.973369417843, -12.703809892018807, 98
-1727.9232183141498, -13.93486466382379, 124
-853.3733240041503, -12.191047485773575, 70
-1170.3162282191802, -13.149620541788542, 89
-1578.3668722745554, -13.375990443004707, 118
-1155.7668140398127, -12.986143977975424, 89
-1797.7839758465743, -13.218999822401281, 136
-793.5447177653562, -13.449910470599256, 59
-899.2438335599787, -12.151943696756469, 74
-1863.6330785401408, -14.790738718572547, 126
-1486.8545429065978, -11.43734263774306, 130
-1280.11882804211, -12.67444384200109, 101
-904.7235830102143, -12.225994365002895, 74
-1362.5303355508488, -13.490399361889592, 101
-1025.2596801360842, -12.35252626669981, 83
-1378.9918832316682, -13.133256030777792, 105
-849.980046815825, -9.999765256656763, 85
-867.3414917928978, -12.39059273989854, 70
-810.5047294730012, -12.280374688984868, 66
-1356.434333005238, -13.841166663318754, 98
-923.5543206350299, -11.99421195629909, 77
-1378.9800840112407, -13.38815615544894, 103
-826.3938178995317, -11.639349547880727, 71
-748.2134039991981, -13.855803777762928, 54
-1066.235302825056, -12.543944739118304, 85
-725.8083742539756, -12.096806237566259, 60
-839.7422963333194, -12.170178207729267, 69
-1004.6518308078772, -12.251851595218016, 82
-754.1381689989404, -12.78200286438882, 59
-1262.2640386912594, -11.687629987882032, 108
-1190.7520919356643, -13.230578799285158, 90
-1182.1213650514435, -12.8491452722983, 92
-1036.3150147865047, -12.794012528228453, 81
-918.8163132218056, -12.250884176290741, 75
-871.6750260333733, -9.905398023106516, 88
-1347.9296344041895, -13.479296344041895, 100
-764.3568187574264, -13.649228906382614, 56
-790.9262563092061, -12.358222754831345, 64
-1851.1019681484254, -14.808815745187403, 125
-783.9101461739396, -12.64371203506354, 62
-1338.1434721199514, -13.381434721199515, 100
-749.6291441451268, -12.289002363034866, 61
-1220.307960909418, -13.264216966406718, 92
-1189.3611823307758, -13.069903102535998, 91
-767.8795914803117, -12.385154701295349, 62
-739.0680077948584, -12.966105399909797, 57
-1582.674596436426, -13.762387795099357, 115
-1638.7763564335967, -13.887935224013532, 118
-806.6329027519496, -13.223490209048354, 61
-779.1905529733299, -12.986509216222165, 60
-768.6493784748966, -12.01014653867026, 64
-1105.6814855672446, -12.285349839636051, 90
-770.4396562445334, -13.058299258381922, 59
-1988.0865363221005, -14.948019070090982, 133
-836.0241125071942, -12.11629148561151, 69
-1041.521738817025, -12.253196927259117, 85
-1277.56869657771, -13.591156346571383, 94
-1684.4073886136987, -13.58393055333628, 124
-1159.5222000299825, -12.335342553510452, 94
-914.324477926369, -12.190993039018254, 75
-1734.1282907249624, -13.762922942261607, 126
-2105.021814565118, -14.929232727412183, 141
-973.9226073768052, -11.877104968009819, 82
-853.241621427996, -12.189166020399943, 70
-1096.1149908237708, -12.179055453597453, 90
-701.6914916623347, -12.758027121133358, 55
-1643.541629007228, -14.04736435048913, 117
-1176.4984131709289, -12.005085848682947, 98
-1696.2222284787556, -13.7904246217785, 123
-1076.193355309921, -11.448865482020436, 94
-789.9176534437056, -12.949469728585338, 61
-746.0021408938773, -12.433369014897954, 60
-834.6911267049918, -12.646835253105936, 66
-754.4338153673947, -13.235680971357802, 57
-1792.6242370507996, -14.227176484530155, 126
-955.1253522674211, -12.090194332499001, 79
-1102.663512892103, -12.972511916377682, 85
-940.5397874017895, -12.214802433789474, 77
-734.430583387114, -13.114831846198465, 56
-1809.1347340104521, -14.708412471629693, 123
-1077.2322663992645, -11.583142649454457, 93
-1264.552236341951, -12.277206178077193, 103
-1276.8900476250694, -13.440947869737572, 95
-1550.4328272246435, -13.365800234695202, 116
-1401.8315279507328, -13.879520078720127, 101
-1223.2192430989046, -12.875992032620049, 95
-1565.6852365263683, -13.047376971053069, 120
-738.9386183958179, -13.94223808293996, 53
-709.3639295974972, -12.444981221008723, 57
-765.5352760390799, -13.670272786412141, 56
-1618.4848532260003, -13.487373776883336, 120
-1567.9463444952598, -13.634316039089216, 115
-809.2961087214353, -12.262062253355081, 66
-753.6765585988007, -12.355353419652472, 61
-1110.971799699369, -12.48282921010527, 89
-765.8070690342712, -12.979780831089343, 59
-1209.2326083083356, -13.28827042097072, 91
-1381.102483497666, -12.90749984577258, 107
-1227.3979874618897, -13.057425398530741, 94
-1430.861462224238, -13.627252021183219, 105
-885.7365981688192, -12.301897196789156, 72
-1329.2726616165346, -13.564006751189128, 98
-1316.5892836801913, -13.165892836801913, 100
-835.8612545836997, -12.292077273289703, 68
-997.231539137639, -10.839473251496075, 92
-790.5657667387632, -11.625967157922988, 68
-775.2885568907952, -12.921475948179921, 60
-866.9414993389512, -12.040854157485434, 72
-767.7198328360784, -13.236548842001351, 58
-1339.4432860238846, -13.394432860238846, 100
-1626.2108512540817, -14.140963923948537, 115
-1014.8101944256886, -12.375734078362056, 82
-1053.0707933301114, -12.687599919639897, 83
-1585.8038616203182, -13.670722945002744, 116
-1258.5118136434883, -13.388423549398812, 94
-778.3717824918497, -12.972863041530827, 60
-677.602955889799, -13.286332468427432, 51
-1106.2606869015071, -12.291785410016747, 90
-1177.8164422506838, -13.233892609558245, 89
-803.1245430951454, -11.986933479032022, 67
-1092.8160101279725, -11.383500105499714, 96
-1205.424798861507, -13.246426361115462, 91
-1233.1531671393795, -11.972360846013393, 103
-1310.9804989195375, -13.515262875459149, 97
-1301.5691688009938, -12.886823453475186, 101
-779.8405603890141, -10.397874138520187, 75
-1159.02051168566, -13.022702378490562, 89
-1086.7818690683835, -12.785669047863335, 85
-1968.918033021589, -14.80389498512473, 133
-851.263431961568, -9.78463714898354, 87
-835.5074251141898, -11.93582035877414, 70
-789.8858674835136, -12.152090268977133, 65
-817.8495897035946, -12.027199848582272, 68
-720.8553096953945, -12.646584380620956, 57
-837.5881037660871, -12.50131498158339, 67
-2252.6923828601107, -15.429399882603498, 146
-1168.2591880769169, -12.043909155432132, 97
-721.9671816248573, -12.666090905699251, 57
-1108.0401298402517, -12.591365111821041, 88
-1270.3897730874648, -11.872801617639858, 107
-1476.2734038199906, -13.927107583207459, 106
-1173.6651763636332, -12.099640993439518, 97
-1462.7942535453153, -13.178326608516354, 111
-764.2719710174911, -13.895854018499838, 55
-1168.7590417278366, -12.98621157475374, 90
-905.7933545700706, -11.918333612764087, 76
-858.0628355918078, -11.917539383219554, 72
-938.9719106433222, -11.885720387890155, 79
-961.726383964164, -12.173751695748912, 79
-971.171988557832, -10.556217266932958, 92
-937.5586803820718, -11.03010212214202, 85
-1212.6964748366106, -13.181483422137072, 92
-1217.284740617724, -13.5253860068636, 90
-902.3072310819706, -10.13828349530304, 89
-1354.8853371433374, -11.99013572693219, 113
-1101.5467513230233, -12.959373544976744, 85
-1162.3804968113702, -11.623804968113703, 100
-1269.1773836796435, -12.566112709699441, 101
-918.1635485529849, -12.081099323065592, 76
-889.6874942371331, -9.885416602634812, 90
-822.3294605574641, -13.052848580277209, 63
-840.6082800697634, -12.008689715282335, 70
-859.7797920873791, -11.777805371059987, 73
-1297.7945539601885, -12.723476019217534, 102
-1780.959263249219, -14.598026747944418, 122
-1278.4297150632894, -13.457154895403047, 95
-1104.4760768978817, -12.842745080207926, 86
-826.6004892314229, -13.33226595534553, 62
-839.6168599045203, -12.531594923948065, 67
-986.2322425275253, -12.327903031594065, 80
-1381.6346095912434, -13.67955059001231, 101
-723.972142907039, -12.482278325983431, 58
-1262.5335448565825, -13.289826787964026, 95
-699.1856565665096, -12.712466483027447, 55
-769.0433834775649, -12.607268581599426, 61
-1590.8890451651587, -13.955167062852269, 114
-871.8682230453281, -11.943400315689427, 73
-780.8023741574017, -12.012344217806179, 65
-1135.5906496596874, -12.21065214687836, 93
-1985.365749288268, -14.706412957690874, 135
-781.1352659662107, -11.835382817669858, 66
-1232.6854910990046, -13.254682699989297, 93
-1932.7622548850563, -14.211487168272473, 136
-830.6893890718001, -12.77983675495077, 65
-737.112643891825, -13.650234146144907, 54
-1082.312793651151, -12.884676114894654, 84
-1117.6653362475104, -12.558037485927082, 89
-780.3919666923395, -12.006030256805222, 65
-748.1946365907481, -14.116879935674493, 53
-823.6330701502969, -10.696533378575285, 77
-1549.3989997103822, -13.591219295705107, 114
-1442.1786210642936, -13.867102125618207, 104
-1198.5102330917023, -13.316780367685581, 90
-1258.8390255583734, -12.463752728300726, 101
-1456.2627016678734, -12.887280545733393, 113
-789.0406290977248, -12.13908660150346, 65
-1835.048378197157, -13.901881653008765, 132
-1468.8035636589066, -12.998261625300058, 113
-857.6306792295213, -12.079305341260863, 71
-1279.7645419229812, -13.61451640343597, 94
-1318.4718390655476, -13.734081656932787, 96
-929.3872906372796, -12.228780139964206, 76
-1428.4287811973084, -12.868727758534309, 111
-788.5677403947752, -12.516948260234527, 63
-1690.3684524620571, -14.086403770517142, 120
-716.3724098302289, -12.56793701456542, 57
-825.0624714487634, -12.500946537102475, 66
-1663.6064032264303, -13.74881324980521, 121
-785.8392948180897, -12.882611390460486, 61
-1316.9806638332618, -12.786220037216134, 103
-760.0052935083366, -12.666754891805612, 60
-692.7197826691208, -7.696886474101342, 90
-1231.9206235662434, -11.513276855759285, 107
-1118.8788421076554, -12.860676346065004, 87
-1890.35347928097, -13.798200578693212, 137
-1279.1938107186404, -12.182798197320384, 105
-1382.0248386636667, -12.916119987510903, 107
-783.913489763946, -12.248648277561657, 64
-1341.4913234551714, -13.688686974032361, 98
-803.2892798035662, -12.551394996930721, 64
-1361.1695705235225, -13.749187581045682, 99
-821.434282701786, -13.038639407964856, 63
-808.4992660412526, -12.833321683194486, 63
-855.84581719416, -10.068774319931293, 85
-816.1051317452739, -12.555463565311905, 65
-1580.7470839899192, -13.9889122476984, 113
-865.5849088668535, -12.022012623150744, 72
-980.6896747770768, -12.25862093471346, 80
-1043.9234019609116, -12.42765954715371, 84
-1499.6312850916866, -13.510191757582762, 111
-861.7470677289041, -11.804754352450741, 73
-843.9192814872516, -11.886187063200728, 71
-858.6976063828523, -11.151916966011068, 77
-1035.9061431483665, -12.480796905402006, 83
-1603.2208891868302, -13.941051210320262, 115
-711.1095139734442, -13.16869470321193, 54
-1276.9142032622422, -13.301189617315023, 96
-758.7405771982284, -11.855321518722318, 64
-1076.4334286055519, -12.814683673875617, 84
-1302.3376350128638, -10.58811085376312, 123
-1189.2529509636206, -12.135234193506333, 98
-791.7965096982844, -13.196608494971406, 60
-1241.2484417856685, -13.491830888974658, 92
-1799.2823635856253, -14.628311899070123, 123
-710.3673624438807, -12.685131472212154, 56
-1591.5626386439071, -14.08462512074254, 113
-1371.2822849575, -13.712822849575, 100
-1303.4247434333454, -13.034247434333453, 100
-956.3162722179668, -12.419691846986582, 77
-2271.677647686226, -16.111188990682454, 141
-746.7244254265878, -13.576807735028869, 55
-1522.8704066293615, -13.844276423903286, 110
-751.9927343581796, -12.327749743576716, 61
-1150.7852394509207, -12.786502660565786, 90
-1553.3718548734214, -13.507581346725404, 115
-1182.317654276178, -12.064465859961, 98
-817.2805801234883, -12.383039092780127, 66
-1802.6021520062445, -14.082829312548785, 128
-811.3061421053119, -12.481632955466337, 65
-759.9622453679351, -12.666037422798919, 60
-731.623196080203, -12.400393153901746, 59
-761.057787197803, -13.590317628532196, 56
-1426.4410550256343, -13.456991085147493, 106
-1821.8878014817744, -13.495465196161293, 135
-1399.4494362157054, -13.720092511918681, 102
-725.7544881291275, -12.513008416019439, 58
-890.1467195995631, -12.193790679446069, 73
-1459.5802256970262, -12.803335313131809, 114
-1377.9891583805677, -12.642102370463924, 109
-863.7547119466789, -12.339353027809699, 70
-781.3427619741782, -12.602302612486746, 62
-839.7043966139486, -12.532901441999233, 67
-823.4081071389526, -12.289673240879889, 67
-854.9505656635561, -11.874313411993834, 72
-1257.8293486028547, -12.967312872194379, 97
-1074.9415689227621, -12.796923439556693, 84
-805.9513779602811, -11.852226146474722, 68
-1642.2223270303227, -13.685186058586023, 120
-1456.8219425486277, -12.558809849557136, 116
-1324.0045720567596, -13.510250735273058, 98
-1011.8603939993736, -12.492103629621896, 81
-730.5324007374675, -13.045221441740491, 56
-828.3668920094004, -10.485656860878487, 79
-1178.416900819127, -13.240639335046371, 89
-890.2682369209326, -11.71405574895964, 76
-803.8643605118637, -12.965554201804252, 62
-945.5787539367149, -11.819734424208935, 80
-1556.0613550381834, -13.299669701181054, 117
-702.1730211170413, -12.766782202128024, 55
-1060.5360620072206, -12.62542930960977, 84
-901.5726280755337, -12.020968374340448, 75
-906.2000657414137, -12.413699530704298, 73
-1258.9790158960848, -12.97916511233077, 97
-710.6761022647775, -12.690644683299597, 56
-811.9099738467693, -12.11805931114581, 67
-1399.6388321636791, -13.857810219442367, 101
-750.0376453092134, -12.500627421820223, 60
-807.7649737960263, -12.821666250730576, 63
-827.0095198354117, -12.161904703461936, 68
-893.3460089374175, -12.237616560786542, 73
-930.3636199364869, -10.337373554849854, 90
-911.1851672008797, -11.833573600011425, 77
-1883.7414729351292, -15.191463491412332, 124
-1181.5127770176814, -13.275424460872825, 89
-878.4520071196571, -12.200722321106348, 72
-1064.3330144704632, -12.521564876123097, 85
-2470.656424664686, -16.254318583320302, 152
-889.633222516385, -12.022070574545744, 74
-1037.682222214441, -12.654661246517573, 82
-814.9125782014332, -12.537116587714358, 65
-1145.9824248770576, -13.022527555421108, 88
-726.7563670058285, -12.750111701856639, 57
-980.8570046368611, -11.817554272733267, 83
-1045.8592815992477, -12.600714236135515, 83
-832.2825813341681, -12.422128079614449, 67
-939.0137059517804, -12.194983194178965, 77
-1849.5567191489313, -15.160300976630584, 122
-1162.5077836553387, -11.742502865205442, 99
-888.4742142146432, -12.170879646775935, 73
-1570.5509197285733, -13.776762453759414, 114
-1156.8226456645286, -12.853584951828095, 90
-1331.300931334477, -13.051969915043891, 102
-842.9752559524972, -12.042503656464245, 70
-1087.103968612543, -12.941713912054084, 84
-813.2734636160881, -13.33235186255882, 61
-796.3390283358342, -12.44279731774741, 64
-801.2933999830423, -12.924087096500681, 62
-1065.0915594039543, -12.679661421475647, 84
-1466.4838241417292, -13.83475305794084, 106
-1152.7871690967766, -12.952664821312096, 89
-793.0839140554023, -11.329770200791462, 70
-1695.4997502341816, -14.012394630034558, 121
-962.3106100793043, -11.321301295050638, 85
-1203.0624480963559, -12.15214594036723, 99
-1717.9075483000854, -14.558538544915978, 118
-1262.1496972631032, -13.427124438969184, 94
-756.2732148464974, -13.750422088118134, 55
-783.078690584598, -13.0513115097433, 60
-771.0453881802964, -13.29388600310856, 58
-1617.7960917135485, -14.067792101856943, 115
-1664.1203779827513, -13.640330967071732, 122
-800.4026792666364, -9.416502109019252, 85
-1096.8523408203137, -12.904145186121337, 85
-1260.6194707889665, -13.55504807299964, 93
-746.6721896037132, -12.87365844144333, 58
-1395.8544466145188, -13.045368659948775, 107
-775.1310101562232, -13.364327761314193, 58
-991.7678613195587, -12.554023561007073, 79
-903.555013924842, -12.210202890876243, 74
-730.8705876372583, -12.387637078597598, 59
-786.5580239573619, -12.28996912433378, 64
-885.3130150972429, -9.947337248283628, 89
-800.6320733456145, -13.125115956485484, 61
-1512.5636910580881, -13.039342164293863, 116
-767.5763877709303, -13.466252417033864, 57
-764.2927337286326, -13.64808453086844, 56
-1178.8078406146014, -13.097864895717795, 90
-2070.617027283847, -14.896525376142785, 139
-1353.7928303032297, -13.403889408942868, 101
-795.8516738233519, -12.058358694293211, 66
-908.6809751852069, -11.956328620857985, 76
-1123.5725747928166, -12.914627296469156, 87
-885.7626186275853, -12.302258592049796, 72
-961.1952646560649, -10.562585325890822, 91
-1018.4392936478805, -12.573324612936796, 81
-1052.3154692570492, -12.527565110202968, 84
-824.5295251429727, -10.179376853616947, 81
-817.8326035425483, -12.778634430352318, 64
-877.7882057622827, -12.024495969346338, 73
-766.9972108361125, -12.999952726035804, 59
-1996.873490452569, -15.360565311173609, 130
-761.3443435563728, -13.5954347063638, 56
-1702.9651182564041, -14.310631245852136, 119
-1104.593114625444, -12.13838587500488, 91
-1162.0103106112451, -12.91122567345828, 90
-1227.685621720992, -12.155303185356356, 101
-1458.135636708607, -12.903855192111568, 113
-1384.0584549328462, -12.582349590298602, 110
-1275.1667941405522, -11.917446674210767, 107
-740.8059463765853, -13.469199025028825, 55
-835.5882948388289, -11.9369756405547, 70
-1083.3637984313823, -12.172626948667217, 89
-798.475261485127, -12.674210499763921, 63
-855.3768149825434, -10.305744758825824, 83
-1107.9142618302478, -11.66225538768682, 95
-760.3070556446715, -13.338720274467923, 57
-1278.953052398862, -13.185083014421258, 97
-766.8781788215261, -9.352172912457636, 82
-1905.7707512474683, -15.00606890746038, 127
-855.878644102439, -12.404038320325203, 69
-1426.1810385199599, -13.846417849708349, 103
-763.632031703311, -13.884218758242017, 55
-718.2928295123601, -13.301719065043706, 54
-1096.5149794931888, -12.900176229331633, 85
-1258.000669479701, -13.242112310312642, 95
-1025.704457650831, -12.508590946961354, 82
-777.7079301679264, -13.643998774875902, 57
-1219.5366839009264, -13.401502020889302, 91
-2130.4073860055123, -15.002868915531776, 142
-1003.2152465756452, -12.385373414514138, 81
-1019.5462416858268, -12.43349075226618, 82
-732.9133032372533, -13.325696422495515, 55
-853.8210864466389, -12.197444092094841, 70
-761.2925018022756, -13.594508960754922, 56
-1313.5683158623856, -13.54194140064315, 97
-1235.865323218635, -12.87359711686078, 96
-1430.5405892231524, -13.755197973299543, 104
-778.9402782836146, -11.983696588978686, 65
-828.268838814513, -12.362221474843476, 67
-1101.5793613350402, -12.66183173948322, 87
-1231.3813808112343, -13.099801923523769, 94
-836.5171032997812, -11.950244332854018, 70
-1273.4167981751252, -13.692653743818552, 93
-1221.8454749971206, -12.467810969358373, 98
-744.5271914926033, -12.619104940552598, 59
-1375.4978083818564, -13.618790181998579, 101
-1086.2491943796322, -11.936804333842112, 91
-1125.5268023624315, -12.233986982200342, 92
-971.8430838391097, -10.449925632678598, 93
-1161.324944943757, -12.487364999395236, 93
-841.4983184371022, -11.219977579161363, 75
-788.6779506116748, -12.518697628756742, 63
-771.9850956436313, -13.543598169186515, 57
-1085.001936879293, -12.764728669168154, 85
-1750.0137274555339, -14.705997709710369, 119
-1131.9897040807793, -12.86351936455431, 88
-1185.6635348850198, -13.17403927650022, 90
-1083.4297725418573, -12.746232618139498, 85
-1526.192081283203, -13.874473466210935, 110
-1598.921867416749, -13.783809201868525, 116
-1270.419329550827, -13.515099250540711, 94
-961.5609673924271, -12.171657815094013, 79
-906.4023134410062, -11.771458616116963, 77
-817.6538081665378, -12.775840752602154, 64
-1596.611410384982, -13.646251370811813, 117
-1196.914563497667, -11.850639242551157, 101
-1787.0672734388543, -14.769151020155821, 121
-1295.7524235211379, -13.784600250224871, 94
-1129.751798143337, -12.838088615265194, 88
-1241.9106120606816, -13.353877549039588, 93
-933.5261983717227, -12.123716861970424, 77
-917.2624618604764, -12.230166158139685, 75
-1235.2760918183103, -13.282538621702262, 93
-743.8725336249003, -12.194631698768857, 61
-1202.067814010784, -12.925460365707355, 93
-758.805790971335, -13.312382297742719, 57
-1225.8515323973859, -11.901471188324134, 103
-1702.7241440864045, -13.843285724279712, 123
-1285.5347993971764, -13.25293607625955, 97
-1931.9407156345592, -14.635914512383025, 132
-1085.3667526126178, -12.769020618971973, 85
-723.5865440962566, -12.694500773618536, 57
-1105.161990226824, -11.277163165579836, 98
-772.203392644709, -9.652542408058862, 80
-811.637732728313, -12.29754140497444, 66
-1025.2337969190578, -12.205164249036402, 84
-836.4261934630503, -11.948945620900718, 70
-720.2316742182522, -12.41778748652159, 58
-1363.0984882683624, -12.170522216681807, 112
-922.8243015677166, -10.730515134508332, 86
-740.2902778653024, -12.763625480436248, 58
-749.4233706267854, -12.921092597013542, 58
-1267.4941620717723, -13.342043811281814, 95
-751.9512629515878, -13.192127420203294, 57
-971.4422261341656, -12.454387514540585, 78
-757.7411745346047, -12.421986467780405, 61
-785.6871094470522, -13.09478515745087, 60
-794.7078566276804, -12.817868655285167, 62
-1121.378518258879, -12.599758632122237, 89
-837.1335388058443, -12.494530429937974, 67
-744.1066453831476, -12.198469596445042, 61
-1510.4712924162484, -13.02130424496766, 116
-735.9953082713353, -13.629542745765468, 54
-876.152603871003, -11.83990005231085, 74
-1413.8017449683807, -12.623229865789114, 112
-801.466422983064, -12.92687779004942, 62
-1204.3655701417078, -13.381839668241199, 90
-1250.3857107614426, -13.445007642596158, 93
-779.8366280335564, -13.445459104026835, 58
-1171.6552642048064, -13.018391824497849, 90
-774.1807681276516, -13.121707934366977, 59
-1199.761283959426, -13.184189933620067, 91
-833.9896811997932, -12.447607182086465, 67
-785.8586999446926, -13.319638982113434, 59
-1348.615057136425, -13.622374314509344, 99
-1339.129707809687, -13.805460905254506, 97
-774.6131376015333, -12.698576026254644, 61
-1850.0037116535646, -14.919384771399715, 124
-1239.266333970164, -13.183684403937914, 94
-1183.9496730733063, -13.15499636748118, 90
-862.0446325025068, -12.141473697218405, 71
-1343.5888176186986, -13.435888176186985, 100
-1361.9191304041728, -13.619191304041728, 100
-791.4831734504522, -12.765857636297616, 62
-982.486168688651, -10.79655130427089, 91
-1147.029653185654, -13.034427877109705, 88
-786.7319473979999, -13.56434392065517, 58
-1378.410258615541, -13.647626322926147, 101
-1755.2085572183507, -10.702491202550918, 164
-669.5816543903024, -12.633616120571745, 53
-1055.3297513952134, -10.99301824370014, 96
-812.3460861165911, -9.445884722285943, 86
-1910.9414812730354, -14.929230322445589, 128
-1415.7066481234924, -13.482920458318976, 105
-788.1611248074404, -9.38287053342191, 84
-2024.5757108197429, -14.99685711718328, 135
-760.2603061531939, -12.671005102553233, 60
-1475.8871433251616, -13.793337788085623, 107
-769.0818054664388, -12.818030091107314, 60
-852.3613199215374, -12.0050890129794, 71
-880.7314234757239, -9.67836729094202, 91
-883.3192899444413, -12.100264245814264, 73
-1047.4114322088662, -11.902402638737117, 88
-729.0074417209926, -13.2546807585635, 55
-1640.7621236966052, -13.448869866365616, 122
-1272.2383800597622, -12.982024286324105, 98
-1071.1027964970112, -11.770360401066057, 91
-2234.65021549937, -15.305823393831302, 146
-1361.526631217944, -13.480461695227168, 101
-799.7900908398436, -12.695080806981645, 63
-1636.7701507002816, -13.416148776231816, 122
-1536.4794766943046, -13.597163510569068, 113
-723.4275516280868, -13.396806511631237, 54
-1187.338145422457, -11.755823222004524, 101
-816.5896602121729, -11.83463275669816, 69
-2010.8773209202404, -14.571574789277104, 138
-1403.4203370161408, -14.034203370161409, 100
-796.4331646065367, -10.081432463373883, 79
-763.7100558080616, -12.728500930134361, 60
-1136.6761712246637, -12.916774673007541, 88
-733.5202577661826, -12.86877645203829, 57
-1151.982073466104, -9.930879943673311, 116
-914.8474334453151, -10.76291098170959, 85
-817.4879330213554, -12.773248953458678, 64
-838.3014775175741, -12.327962904670207, 68
-1072.917139384861, -12.47578069052164, 86
-891.9323527741958, -12.218251407865695, 73
-1481.1565411088322, -12.879622096598542, 115
-2108.324870148307, -15.059463358202194, 140
-877.1455712397683, -12.015692756709155, 73
-864.5250128913071, -9.713764189789968, 89
-1220.2161681260122, -12.081348199267447, 101
-1058.232991513505, -12.905280384311038, 82
-1467.5845118927007, -13.22148208912343, 111
-1679.8102496082397, -14.23568008142576, 118
-766.0619160575914, -13.207964069958471, 58
-1841.503862750184, -14.386748927735812, 128
-962.6936191446375, -12.342225886469711, 78
-889.5896297334082, -11.86119506311211, 75
-943.4719055452815, -11.942682348674449, 79
-1194.8756799616904, -12.3183059789865, 97
-967.6510980328665, -11.946309852257611, 81
-944.5613021860678, -10.613048339169302, 89
-1376.258822259994, -13.233257906346097, 104
-1348.550289378463, -13.092721256101584, 103
-1646.9077236541862, -13.839560702976355, 119
-1310.1139377272543, -13.79067302870794, 95
