Cumulative Rewards, Average Rewards, No Timesteps
-1503.0053413617468, -12.956942597946092, 116
-1555.571195156263, -14.014154911317684, 111
-1038.8857234281832, -12.516695462990159, 83
-1132.1760519330364, -13.013517838310763, 87
-1343.6676460616716, -13.710894347568077, 98
-1523.7546015950074, -13.727518933288355, 111
-688.0865253756143, -12.982764629728573, 53
-756.0194103609251, -12.60032350601542, 60
-1212.7682572897513, -13.475202858775015, 90
-1187.6467898213755, -13.196075442459728, 90
-1300.3042805570356, -13.268411026092199, 98
-705.185055769583, -12.592590281599696, 56
-1229.4404932762118, -13.219790250281847, 93
-1585.9885922196904, -13.912180633506056, 114
-818.3260949069368, -11.859798476912127, 69
-1942.3044586388596, -14.714427716961058, 132
-1129.7735058388755, -9.91029391086733, 114
-1672.3996255597954, -14.417238151377546, 116
-1154.753078501556, -13.12219407388132, 88
-856.9078443835448, -12.24154063405064, 70
-1321.1306619704437, -13.619903731654059, 97
-984.7109797723743, -12.156925676202153, 81
-771.7159739006078, -12.861932898343463, 60
-949.8935409853914, -10.794244783924903, 88
-1238.1025890239323, -12.258441475484478, 101
-1176.1392228778311, -12.125146627606506, 97
-1660.3336592999276, -13.95238369159603, 119
-1107.3535833038688, -12.583563446634873, 88
-1179.9938321793727, -13.111042579770809, 90
-1345.2797555805435, -13.452797555805434, 100
-971.0260870917868, -12.291469456858062, 79
-849.6242955599407, -12.137489936570582, 70
-984.0531949869351, -12.456369556796647, 79
-709.7344099572276, -13.143229814022733, 54
-809.7609662640383, -12.85334867085775, 63
-796.9490710973315, -12.649985255513199, 63
-817.8642701716927, -11.85310536480714, 69
-1197.6200519918038, -13.160659911997845, 91
-1188.5951944118638, -13.061485652877623, 91
-1500.5176248631315, -13.893681711695661, 108
-803.1514636950168, -11.987335279030102, 67
-801.8177462820779, -12.335657635108891, 65
-740.0447672679147, -12.543131648608725, 59
-773.3263337237888, -13.809398816496229, 56
-1976.6502067369324, -15.442579740132285, 128
-809.6101783008268, -12.650159035950418, 64
-2327.132439765065, -15.93926328606209, 146
-883.3065348604125, -12.440937110710035, 71
-815.1330440034149, -12.540508369283305, 65
-765.3083090372969, -12.546037853070441, 61
-766.9034384701703, -12.998363363901191, 59
-1520.0410721215017, -13.217748453230449, 115
-1117.9746737021042, -11.76815446002215, 95
-879.8259747387425, -11.576657562351874, 76
-811.1281759103977, -12.289820847127237, 66
-1747.6658267313949, -14.325129727306516, 122
-1287.9344419014085, -12.626808253935378, 102
-832.5943451632933, -13.215783256560211, 63
-1120.8278118834048, -12.593570920038257, 89
-852.580615280062, -10.657257691000776, 80
-771.2801611286006, -12.643937067681978, 61
-820.3021001730629, -12.42881969959186, 66
-1332.522708650876, -13.59717049643751, 98
-1275.4593674599234, -13.71461685440778, 93
-736.6843224514867, -13.394260408208849, 55
-1211.7478145491964, -12.492245510816458, 97
-1296.4796357453579, -13.504996205680811, 96
-1249.090366211885, -13.43107920657941, 93
-1024.459197547998, -12.34288189816865, 83
-1052.8984078080202, -12.685522985638798, 83
-1165.923206417976, -12.536808671161031, 93
-910.7389871308231, -12.143186495077641, 75
-787.4309766442113, -12.700499623293732, 62
-889.8185391168772, -11.70813867259049, 76
-826.2832860058684, -12.712050553936436, 65
-1464.2410135629495, -13.31128194148136, 110
-807.4923970812137, -12.052125329570353, 67
-1205.023061561368, -11.368142090201584, 106
-1307.0414459560252, -12.68972277627209, 103
-1347.4906536452838, -13.749904629033509, 98
-1397.0841505364406, -13.69690343663177, 102
-2032.4011812986969, -15.633855240759207, 130
-1087.1440800260516, -12.789930353247666, 85
-1163.9720922157098, -13.078338114783257, 89
-795.1108230460845, -11.86732571710574, 67
-759.9403710082919, -13.332287210671787, 57
-917.0690026798507, -11.909987047790269, 77
-1452.1031757795872, -12.73774715596129, 114
-1007.0636651072932, -12.133297169967388, 83
-765.1990260618331, -13.424544316874266, 57
-776.9216381641902, -12.139400596315472, 64
-1354.7822799108137, -13.547822799108138, 100
-1003.3515567896442, -10.673952731804725, 94
-720.2805371466989, -12.862152449048194, 56
-1180.2352658366212, -12.690701783189475, 93
-840.2876008712436, -12.3571706010477, 68
-1254.6639466128718, -12.802693332784406, 98
-792.0020763400125, -12.571461529206548, 63
-734.1062951857298, -9.063040681305306, 81
-1722.4794956426692, -13.779835965141354, 125
-1153.2675070409518, -9.610562558674598, 120
-872.8240399511277, -11.048405569001616, 79
-897.6297539897463, -10.437555278950539, 86
-1095.9211776100817, -12.743269507093974, 86
-1439.7062133752163, -12.629001871712424, 114
-1188.2550052975557, -12.507947424184797, 95
-2038.107252131127, -14.557908943793764, 140
-1229.1232128703068, -13.360034922503335, 92
-757.9015640464859, -11.842211938226342, 64
-1008.0026498336624, -12.444477158440277, 81
-1061.900201458839, -12.492943546574578, 85
-816.3790279846492, -12.755922312260143, 64
-1032.6539973289637, -12.59334143084102, 82
-1541.0914594488167, -14.009922358625607, 110
-1362.4678819371077, -13.762301837748563, 99
-1072.4099792579677, -12.46988347974381, 86
-1148.028657882712, -12.755873976474577, 90
-1316.2591396136163, -13.711032704308503, 96
-1299.9350819883814, -13.683527178825067, 95
-919.6770995096251, -12.10101446723191, 76
-1257.2735747087331, -13.23445868114456, 95
-758.0687264078811, -12.84862248148951, 59
-839.4970291698415, -13.117141080778774, 64
-1244.536704981559, -13.100386368226937, 95
-929.3859675589885, -11.915204712294724, 78
-758.2939467578415, -12.852439775556634, 59
-958.7855472453332, -11.836858607967077, 81
-696.0183663268717, -12.428899398694139, 56
-1267.1423411191208, -12.93002388897062, 98
-1779.6190947178914, -14.587041759982716, 122
-1047.920749166193, -11.908190331434012, 88
-1351.9056427802798, -13.794955538574284, 98
-816.4384425785029, -12.56059142428466, 65
-1236.9919032780074, -12.247444586910964, 101
-914.0474994818534, -12.026940782655965, 76
-1274.6333242920614, -11.912460974692163, 107
-2106.610876522467, -15.376721726441366, 137
-1165.8902543095007, -13.24875288988069, 88
-744.4382832671425, -12.617598021476992, 59
-1057.0066495967171, -11.010485933299137, 96
-837.6044939779349, -13.087570218405233, 64
-793.827481737347, -12.403554402146046, 64
-1357.05474462248, -12.116560219843572, 112
-779.6625377621276, -12.182227152533244, 64
-892.3430744943335, -12.223877732799089, 73
-785.6268532904365, -13.315709377804009, 59
-1068.8072260785061, -12.87719549492176, 83
-845.7308556210389, -12.256968922044042, 69
-1233.137157648959, -13.550957776362186, 91
-752.1544160144153, -13.675534836625733, 55
-1918.7322614850084, -15.228033821309591, 126
-1685.7675879505668, -14.166114184458545, 119
-866.9733398237654, -11.715855943564398, 74
-1177.0206456495735, -13.07800717388415, 90
-729.8751693157051, -12.37076558162212, 59
-807.1872589253531, -12.230109983717472, 66
-1353.5560986591004, -13.535560986591003, 100
-1214.8127112694206, -13.204485992058919, 92
-1981.0715161610865, -15.239011662777589, 130
-1378.9275510204263, -13.518897559023788, 102
-1100.0709007261712, -12.791522101467107, 86
-1371.2171608448507, -13.443305498478928, 102
-1749.3746695643053, -14.339136635772995, 122
-1826.4727289063949, -13.630393499301455, 134
-730.4293171442558, -12.593608916280273, 58
-1856.396347070438, -14.851170776563503, 125
-1108.2968141047857, -12.887172257032391, 86
-1362.0900481379977, -13.486040080574234, 101
-901.2889381753354, -12.017185842337804, 75
-810.7096882382359, -12.667338878722436, 64
-1086.4258659243724, -11.43606174657234, 95
-761.1830119792742, -12.686383532987902, 60
-1345.627698819954, -12.694600932263718, 106
-1354.2254761493343, -13.147820156789654, 103
-918.0913126433173, -12.080148850569964, 76
-792.1062910524153, -13.896601597410793, 57
-961.2758254536723, -12.168048423464207, 79
-854.4786947195535, -12.565863157640493, 68
-1678.052388021355, -13.42441910417084, 125
-1384.0004883043737, -13.840004883043736, 100
-2076.10984747152, -14.51825068161902, 143
-753.4409423429746, -12.770185463440248, 59
-2016.1701319902622, -15.159173924738814, 133
-1013.0615931333953, -12.205561363052954, 83
-837.2410927418202, -10.465513659272753, 80
-932.8535564613076, -10.251137983091292, 91
-824.4249467394828, -11.61161896816173, 71
-1051.108688123039, -12.663960097867939, 83
-1453.6012410516614, -12.863727796917358, 113
-744.01058620733, -13.052817301882982, 57
-864.3730310187728, -12.005180986371846, 72
-686.6499094054645, -12.715739063064158, 54
-1257.7858834313497, -11.86590456067311, 106
-1458.9764216560739, -13.895013539581656, 105
-1099.1142788356296, -11.215451824853364, 98
-930.3943616486304, -10.694188064926786, 87
-1010.9078936198855, -12.63634867024857, 80
-867.1747421704496, -10.97689547051202, 79
-1010.5325903674151, -12.32356817521238, 82
-733.8448519809922, -13.104372356803433, 56
-1493.4892772354358, -13.957843712480708, 107
-2019.383106682443, -15.415138218949947, 131
-1006.2033222659165, -12.27077222275508, 82
-1091.2293259171165, -11.608822616139538, 94
-1103.5018944878152, -12.831417377765293, 86
-1097.2392274138285, -12.758595667602657, 86
-1502.6128740478475, -12.84284507733203, 117
-1518.511366572936, -13.204446665851616, 115
-1962.4854688199848, -14.324711451240765, 137
-719.477714367008, -12.404788178741518, 58
-1558.6524651061848, -13.321815941078503, 117
-887.6213092087521, -12.328073739010446, 72
-734.8415401559674, -13.608176669554952, 54
-1462.4978309231008, -13.6682040273187, 107
-1860.1954700694616, -15.001576371527916, 124
-1537.9506242879888, -13.373483689460773, 115
-1278.1335363069986, -12.057863550066024, 106
-875.6604101299196, -10.678785489389263, 82
-777.5255539119491, -12.95875923186582, 60
-813.2235810814282, -12.908310810816321, 63
-836.4652765285292, -10.077894897934087, 83
-1932.7622907716477, -14.982653416834479, 129
-1318.98711231177, -13.59780528156464, 97
-2088.363963642356, -14.916885454588256, 140
-1953.9934882232308, -15.385775497820715, 127
-1480.5508719954207, -12.547041288096786, 118
-763.9149694916389, -13.170947749855843, 58
-907.0199504857446, -10.191235398716232, 89
-741.4580903227384, -13.481056187686152, 55
-965.4748662257773, -11.632227303925028, 83
-963.4237361537788, -12.042796701922235, 80
-913.628251294631, -11.007569292706398, 83
-1190.6107150467553, -13.229007944963948, 90
-819.8029232434537, -12.235864526021697, 67
-913.0080393560692, -11.705231273795759, 78
-885.266009948807, -11.963054188497392, 74
-1541.3972951194503, -14.012702682904093, 110
-820.8488327718497, -13.23949730277177, 62
-1144.4462101808044, -13.154554140009246, 87
-1152.2415734464726, -11.638803772186591, 99
-795.6574798487013, -12.833185158850021, 62
-1113.8290287791901, -11.724516092412527, 95
-1382.4766056645633, -13.42210296761712, 103
-1306.4913874472454, -13.609285285908806, 96
-1569.3780130584764, -14.012303688022111, 112
-1862.2905187434048, -14.54914467768285, 128
-1563.471847217199, -13.959570064439276, 112
-729.9465509121359, -13.271755471129744, 55
-1763.714181330061, -13.261008882180908, 133
-730.6897196084856, -12.819117887868169, 57
-878.0552430078499, -12.028154013806162, 73
-1111.0487583088834, -11.337232227641667, 98
-1315.3336358867605, -13.421771794762861, 98
-822.7171928477458, -12.657187582273012, 65
-761.0051854066639, -12.898392972994303, 59
-1485.8341699270281, -13.385893422766019, 111
-1219.1781404389037, -13.251936309118518, 92
-796.4716116386833, -12.253409409825897, 65
-995.4895106204834, -11.18527540023015, 89
-1348.4282961562242, -13.350775209467566, 101
-746.1910060233265, -12.232639443005352, 61
-1418.9380391316786, -12.669089635104273, 112
-1586.2063025740988, -13.442426293000837, 118
-790.2474321029406, -12.54361003338001, 63
-1872.4631371531868, -14.628618259009272, 128
-1129.3014218727812, -12.409905734865728, 91
-896.2313452449865, -11.639368120064761, 77
-725.3159570823365, -13.685206737402575, 53
-758.8305428607315, -13.08328522173675, 58
-1385.4130264081846, -13.994070973820046, 99
-847.7242154919539, -12.110345935599343, 70
-1137.8994640670153, -12.930675728034265, 88
-834.864022906772, -11.758648209954535, 71
-812.0749397029493, -12.890078407983323, 63
-745.2467292083855, -13.074504021199747, 57
-1141.8579642870973, -13.124804187208015, 87
-786.7139970135921, -13.56403443126883, 58
-769.8096645897267, -12.219201025233756, 63
-1414.5864917341032, -13.733849434311681, 103
-877.6947834150507, -10.835738066852477, 81
-1489.8955094989399, -13.79532879165685, 108
-1118.0505851774628, -12.152723751928944, 92
-1069.605732159292, -12.154610592719228, 88
-1872.9789347490316, -13.977454736933073, 134
-773.4209848422717, -13.568789207759151, 57
-1302.6906088642602, -13.29276131494143, 98
-825.1364587643545, -12.134359687711097, 68
-699.6569403990285, -12.721035279982337, 55
-1801.6019877190797, -14.647170631862437, 123
-1164.2482438005793, -13.081440941579542, 89
-866.7392482127406, -12.038045114065842, 72
-774.3909370591547, -12.906515617652579, 60
-1158.126676295015, -13.012659284213651, 89
-1127.0131737609902, -12.954174411045864, 87
-1467.712325823789, -13.58992894281286, 108
-850.1387783902458, -11.807483033197858, 72
-876.0192171302208, -10.95024021412776, 80
-760.6049367821432, -13.11387822038178, 58
-749.6812203571834, -13.882985562170063, 54
-1701.894059846898, -13.7249520955395, 124
-863.465557904119, -12.335222255773129, 70
-784.4274855248582, -13.295381110590817, 59
-1489.6287319000767, -13.420078665766457, 111
-739.744860007393, -13.698978889025796, 54
-732.8317116018669, -13.086280564319052, 56
-1775.4700842407449, -14.20376067392596, 125
-1734.5482493031502, -14.335109498373143, 121
-1277.3312837429517, -12.64684439349457, 101
-1113.4090095457163, -11.72009483732333, 95
-748.4492620168456, -12.071762290594284, 62
-749.8738937146627, -13.155682345871275, 57
-1500.1687164241246, -13.763015747010318, 109
-706.8410537871505, -12.851655523402735, 55
-2020.0913137274063, -14.745192071002965, 137
-1297.9548041229937, -13.52036254294785, 96
-781.3744321757697, -12.208975502746402, 64
-1389.3912891514874, -13.756349397539479, 101
-1481.5899239429432, -13.347656972458948, 111
-726.801442656524, -12.978597190295073, 56
-1367.0679591320263, -13.670679591320264, 100
-1001.6140053694885, -12.365605004561587, 81
-941.8086578822309, -12.231281271197805, 77
-1849.7809808529466, -13.804335678007064, 134
-764.6310969836919, -11.58531965126806, 66
-1765.6930828861935, -14.47289412201798, 122
-1251.610296463603, -12.6425282471071, 99
-1320.156893992151, -13.334918121132839, 99
-1147.924159647704, -11.713511833139837, 98
-1419.5188317890486, -13.781736230961636, 103
-983.9953420497502, -12.299941775621878, 80
-909.2288389957024, -10.332145897678437, 88
-801.5781703845798, -12.52465891225906, 64
-828.6321215507797, -11.83760173643971, 70
-763.9882089368366, -11.937315764638072, 64
-705.6845864591764, -12.8306288447123, 55
-816.5765215963904, -12.562715716867546, 65
-865.9020280921635, -12.026417056835605, 72
-1372.2240177809138, -13.453176644910918, 102
-767.6986881929993, -13.0118421727627, 59
-1326.840589787546, -13.539189691709652, 98
-1011.801354455663, -12.49137474636621, 81
-983.3162735979954, -12.291453419974943, 80
-1170.2337474439619, -13.298110766408657, 88
-971.1137506129344, -10.330997346946111, 94
-793.3861133266964, -12.396658020729632, 64
-1070.9078852858763, -12.598916297480898, 85
-808.962589960561, -12.445578307085555, 65
-1794.3743373136717, -14.707986371423539, 122
-993.6882284890128, -12.267755907271763, 81
-817.4824330072948, -12.576652815496844, 65
-824.012761335191, -12.117834725517515, 68
-829.7695274650632, -12.202493050956813, 68
-906.9543842623997, -11.778628367044151, 77
-1325.213667802634, -13.385996644471051, 99
-1252.2788687606849, -12.04114296885274, 104
-795.57912144776, -11.874315245488956, 67
-1363.2419076696556, -13.632419076696555, 100
-1595.5147715014775, -13.995743609662084, 114
-871.6674570019017, -11.779289959485158, 74
-1313.937518085368, -13.686849146722585, 96
-1346.2754517777785, -13.598741937149278, 99
-2119.932114014616, -15.142372242961544, 140
-700.3556421828887, -12.286941090927872, 57
-1167.578361060208, -11.014890198681208, 106
-792.3547858109179, -12.577060092236792, 63
-748.1491148166211, -12.899122669252089, 58
-774.196523702851, -11.91071574927463, 65
-749.6901384034875, -13.152458568482237, 57
-760.1002224134166, -12.883054617176553, 59
-754.0218232344372, -12.567030387240619, 60
-1181.6737438372786, -12.844279824318246, 92
-1553.697120374238, -13.74953203871007, 113
-1070.9791425259177, -12.453245843324625, 86
-1499.9863028947636, -13.157774586796172, 114
-762.6233525919672, -12.925819535457071, 59
-768.0296586933899, -13.96417561260709, 55
-1351.4872106081095, -13.65138596573848, 99
-1327.1046744915432, -12.17527224304168, 109
-865.8338697106215, -11.700457698792182, 74
-801.9951051993305, -11.794045664696037, 68
-1196.6633085238836, -12.465242797123787, 96
-706.2136920720543, -12.389713896000952, 57
-976.0827599488586, -12.050404443813068, 81
-1200.5449924060626, -13.192802114352336, 91
-826.5709230914813, -12.915170673304395, 64
-953.8767231150307, -11.923459038937883, 80
-847.2592876819307, -11.933229403970854, 71
-1403.8360915691012, -13.498423957395204, 104
-909.7723619377049, -12.1302981591694, 75
-758.9644341922279, -13.085593692969447, 58
-1831.3116678159247, -14.650493342527398, 125
-868.5057230896573, -11.73656382553591, 74
-801.7800040253795, -13.36300006708966, 60
-792.5533478139928, -13.209222463566546, 60
-1029.3820641496059, -12.402193543971155, 83
-796.0768548649064, -12.438700857264163, 64
-1213.3870384599584, -11.235065170925541, 108
-1429.6803871881518, -13.616003687506208, 105
-1038.3038658332289, -12.360760307538438, 84
-987.9839051381855, -12.349798814227318, 80
-733.7185013736585, -12.650318989201008, 58
-753.1478872358804, -13.213120828699656, 57
-1420.7929183798037, -13.794106003687414, 103
-761.0185834354482, -12.274493281216907, 62
-816.3457525154239, -11.66208217879177, 70
-1222.2844816773716, -13.142843889003995, 93
-761.7583115590957, -13.133763992398201, 58
-1233.056968702268, -12.979547038971242, 95
-1296.3959369178174, -12.34662797064588, 105
-915.2824573155549, -11.88678515994227, 77
-1069.6303866559867, -11.02711738820605, 97
-805.7751224587101, -12.026494365055376, 67
-753.8808972094898, -13.225980652798068, 57
-1107.0723193732094, -12.724969188197809, 87
-820.3119505862536, -12.42896894827657, 66
-1163.11480412497, -12.781481364010661, 91
-1899.5714436766511, -14.840401903723837, 128
-822.6493152653055, -13.057925639131833, 63
-809.6990558689033, -11.404212054491596, 71
-1608.007738568901, -13.18039129974509, 122
-1777.2181125210964, -13.36254219940674, 133
-915.2581293620675, -11.161684504415458, 82
-1043.4065694069081, -11.100069887307534, 94
-1220.6181241049082, -12.45528698066233, 98
-1002.6895204868281, -12.53361900608535, 80
-1482.4401994282682, -13.118939817949276, 113
-749.9701483844946, -12.499502473074909, 60
-1323.781253734461, -13.23781253734461, 100
-1885.3444138331265, -14.615072975450593, 129
-1520.944491696565, -13.826768106332409, 110
-1491.3445428052535, -13.43553642166895, 111
-1642.5111517798314, -13.463206162129765, 122
-1069.8440785197013, -11.756528335381333, 91
-1099.872884026406, -11.955140043765281, 92
-1778.005831788342, -14.3387567079705, 124
-1537.8390903136817, -13.489816581698962, 114
-744.6089411183634, -12.83808519169592, 58
-1838.512239891195, -13.823400299933796, 133
-1220.0260401737153, -13.261152610583862, 92
-1209.5921626513227, -13.006367340336803, 93
-817.2461140267902, -12.197703194429705, 67
-1094.0567360044429, -12.575364781660262, 87
-1116.6236465725556, -11.394118842577099, 98
-1069.1277389133852, -11.620953683841144, 92
-767.6872848228205, -13.708701514693223, 56
-885.6081505460153, -11.501404552545653, 77
-1395.8293380183982, -13.293612743032364, 105
-1036.9714567796882, -11.395290733842728, 91
-872.6982507926501, -12.467117868466431, 70
-1195.8257253832387, -10.398484568549902, 115
-805.4981237947266, -9.366257253427053, 86
-872.548872847737, -12.289420744334324, 71
-1286.4645601906348, -12.994591517077119, 99
-767.592219007716, -13.234348603581312, 58
-851.5470500065192, -10.384720122030721, 82
-842.0491580984738, -10.395668618499675, 81
-832.2105252720552, -12.421052616000823, 67
-1724.687011322304, -14.253611663820694, 121
-781.6564065097739, -12.607361395318934, 62
-844.1638495407021, -12.234258688995682, 69
-1366.3294576307917, -12.651198681766589, 108
-758.8681939692904, -12.862172779140515, 59
-1484.017026709489, -13.491063879177174, 110
-1955.791649695815, -14.816603406786477, 132
-1055.3872870311711, -12.715509482303267, 83
-943.2659487890328, -10.968208706849218, 86
-1124.659122310119, -12.63661935179909, 89
-1872.115740922824, -14.976925927382592, 125
-714.8802951098402, -13.23852398351556, 54
-1224.8040570436401, -11.554755255128681, 106
-872.081788881534, -12.282842096923014, 71
-755.1773949153835, -12.799616862972602, 59
-1309.306028456186, -13.09306028456186, 100
-1202.0641359874046, -13.20949599986159, 91
-1035.3011951097812, -10.897907316945066, 95
-952.688448519115, -8.142636312129188, 117
-1335.0024262694349, -13.088259081072891, 102
-768.1525680134796, -12.592665049401305, 61
-884.4348211335147, -12.283816960187703, 72
-1027.6811700166552, -12.381700843574158, 83
-1817.891412009142, -14.543131296073136, 125
-1720.9067838858437, -13.767254271086749, 125
-1964.1744157295743, -15.226158261469568, 129
-1971.2902447699362, -14.93401700583285, 132
-789.2831363350286, -12.73037316669401, 62
-1505.7617965609743, -13.814328408816278, 109
-2034.6264538336577, -14.851287984187282, 137
-796.3175329533684, -12.843831176667232, 62
-892.5085850923845, -11.90011446789846, 75
-757.4046295851956, -12.837366603138909, 59
-1107.950588770625, -12.590347599666194, 88
-1240.4742198269169, -12.16151195908742, 102
-1104.0497285877063, -12.837787541717516, 86
-1679.5526341433042, -13.880600282176069, 121
-1143.1876386683805, -11.431876386683804, 100
-1294.2051717752167, -13.072779512880977, 99
-829.6584197303143, -12.200859113681092, 68
-768.640904516669, -13.252429388218431, 58
-1750.358187144457, -14.586318226203808, 120
-694.4478213534903, -12.626324024608914, 55
-829.2183672902221, -12.194387754267972, 68
-815.7978678377727, -12.36057375511777, 66
-892.2257720467306, -11.896343627289742, 75
-840.70117599368, -12.010016799909714, 70
-823.904045389502, -12.873500709210969, 64
-962.232866348654, -10.573987542292901, 91
-1256.988434612318, -13.231457206445453, 95
-768.2431630854719, -13.477950229569682, 57
-850.5601276607367, -12.694927278518458, 67
-765.2012499750243, -12.146051586905148, 63
-2052.7382790721526, -15.318942381135468, 134
-865.2126153968982, -11.852227608176687, 73
-806.7937628714886, -12.224147922295282, 66
-790.7099239883999, -13.178498733139998, 60
-1253.051568377074, -13.473672778248108, 93
-1388.8847493262447, -13.354661051213892, 104
-774.0446798938179, -12.900744664896965, 60
-745.4318319322942, -12.423863865538237, 60
-819.3668068059357, -11.874881258057039, 69
-852.8894804585096, -12.360717108094343, 69
-1044.9401486960223, -10.99936998627392, 95
-1954.8027078519149, -14.588079909342648, 134
-759.0559126768144, -12.048506550425625, 63
-816.0244080951381, -12.364006183259669, 66
-1353.6899161032184, -13.673635516194125, 99
-1952.3613686212916, -14.903521897872455, 131
-1273.1332632526455, -13.689604981211243, 93
-1208.7130116688143, -13.282560567789167, 91
-1043.4978721773846, -11.342368175841136, 92
-1061.5131021022064, -11.414119377443079, 93
-1914.3398223303357, -14.83984358395609, 129
-780.0771322495639, -12.788149709009243, 61
-712.5275431618638, -9.134968502075177, 78
-714.0288711079194, -12.310842605308954, 58
-2062.41838219049, -14.945060740510796, 138
-1214.9751261371637, -13.064248668141545, 93
-821.8973126219676, -12.644574040337963, 65
-904.2925141788597, -11.744058625699477, 77
-727.4064778102054, -13.988586111734719, 52
-991.4186827145604, -10.776290029506091, 92
-1011.8524347577796, -12.492005367379996, 81
-1771.812800217925, -14.404982115592887, 123
-968.3392397511544, -12.414605637835313, 78
-839.8184946687636, -12.350271980422994, 68
-1904.0487481855087, -14.53472326859167, 131
-1753.9962574039814, -14.616635478366511, 120
-806.87739881611, -10.213637959697595, 79
-1238.4049195424914, -13.316181930564424, 93
